sample_id,predictor,covariate1,covariate2,covariate3,outcome,covariate4
sample_67,0,0.819976381172957,0.805664494705912,0.00975921639982026,1,0.506963710008761
sample_68,0,1.48196847334705,0.319218312895586,-0.0633881025906266,1,-1.36840372682022
sample_69,0,-0.120135113711959,1.92209455041875,0.341391293172132,0,0.0825610183663517
sample_70,0,0.835103389119236,-1.08232089814736,-0.598082665149298,0,0.143947053347737
sample_71,0,-1.43356533243793,-1.77149828787521,-0.645837248123172,1,0.678248755782006
sample_72,0,-1.6381315278046,0.296483346658856,0.153813962507636,0,-1.03894276741545
sample_73,0,0.649339493660945,0.191922847221271,0.278675625337267,1,-0.154380576276547
sample_74,0,-0.0310481257746569,0.598186367598887,1.4686895678781,1,-0.262292314955067
sample_75,1,-0.935156479943486,0.245907336587871,1.33967163630026,1,1.6163154908557
sample_76,1,1.08624749354936,1.05241576255622,1.74848141811795,1,1.20222541733123
sample_77,0,0.0158061592025475,0.271256869158042,-2.25487191294657,0,-0.499442413380677
sample_78,0,0.0601859712272419,0.401911746972112,1.18323100487539,0,0.745693666591967
sample_79,0,0.0740721161182708,-0.24869614406902,-0.688615007756586,1,0.28825652625536
sample_80,0,-1.91784730164547,1.28750979542692,-0.149288701603627,1,-0.505082327335602
sample_81,1,0.340493882393848,0.719380088068199,1.45618048637532,0,1.26167788742724
sample_82,0,-1.55666589736718,-0.92195634259399,-0.508982746884228,0,0.747609585883104
sample_83,1,0.590784119828725,1.36703084534947,1.23600718514352,1,2.13748581567002
sample_84,0,-0.982906680954457,-0.92848695088553,0.360840301136111,0,0.167116668571791
sample_85,1,0.851994438719054,0.196957442869846,0.925989818264525,0,2.11743276882244
sample_86,0,-0.126733148451003,1.81265822673497,-0.300535733715468,1,0.0689688524651482
sample_87,0,-0.672359284946058,0.715901997830391,0.323166475556997,0,-1.15855488577421
sample_88,0,0.0394444954554258,-0.860912527815427,-0.244322105411474,1,0.394021392733335
sample_89,0,-0.560450860355812,0.00571428182680236,-0.103921711187301,0,0.752325988956867
sample_90,0,0.3190337873997,0.33266587684261,0.532191934366956,0,0.568466407390149
sample_91,0,0.416282110899855,-1.13485616613937,2.18216130355731,1,0.481774467840268
sample_92,0,-1.30756267929487,-1.48045294647902,-0.755927688609942,1,-0.248939415752186
sample_93,1,0.372038431277967,-1.55735319645241,1.48506366057427,0,1.66381859461558
sample_94,1,-1.60111670234225,-0.312559275533415,2.4142721178599,1,2.33847051257669
sample_95,0,-1.32480394282802,-0.767539742614141,1.11190278041865,1,0.538419257235096
sample_96,0,1.89170414278085,0.460561502390322,0.447794017307886,0,1.12318900151881
sample_97,0,-0.347262643267566,-0.20892067177247,1.57616519781066,1,-0.780583442496448
sample_98,0,-0.82766193110136,-0.235765203196664,0.0565227283851496,0,0.0108699703258578
sample_99,1,1.29975787816391,-0.722062130353973,2.26049955650871,0,2.06792145475416
sample_100,1,-0.34524442077026,0.1842470163515,0.754909216117025,1,1.81171505507576
sample_101,1,-0.256823226232605,1.17707423716957,1.05690165689731,1,1.62758689283048
sample_102,0,0.089906356149771,0.480489229867149,-0.122266683970428,1,-0.208980228553571
sample_103,1,-1.64839634957536,-0.131988827965829,1.83879464521369,1,1.63218677929094
sample_104,0,0.611842623635398,-0.407980915358686,1.1533666046924,0,-0.0778362853415338
sample_105,1,0.874028894343363,0.145018990367515,1.09258267636251,0,1.76902609930371
sample_106,1,-1.55595280855675,-0.693361157033333,1.26238921257153,0,1.15845377822193
sample_107,1,2.34135226884233,0.443031405266005,1.11622969419401,0,1.61970987591784
sample_108,0,-0.471953107342407,-0.339926934957734,1.01815292766889,0,0.966769129601353
sample_109,1,-0.000316556407267652,0.867016679751222,1.49975207330022,1,1.4126875761326
sample_110,1,3.03896350698579,0.371994756531158,0.731085704478211,0,1.06286013415525
sample_111,0,-1.04314825113652,-1.30586844594244,-0.818240944523755,1,0.140377377949664
sample_112,0,-0.31927823643373,0.985275685806345,0.566576633527815,0,0.265779018044989
sample_113,1,-2.08148338713276,0.611647010357616,1.59323995610506,1,1.80303636676447
sample_114,1,1.57214260456382,-1.51087646862854,0.13819334758639,0,2.79330391791065
sample_115,0,1.09604433897575,0.612058565481001,-0.460824426804314,1,-1.08215391447553
sample_116,1,0.396751972670613,-2.51697152434407,1.25433116837648,0,1.75630127834096
sample_117,0,-1.55276973574277,-1.03681593703906,-1.08048507514682,0,0.55561376855489
sample_118,1,-1.62330528910964,-0.215515712671411,2.01123916825851,1,1.00517265140573
sample_119,0,0.506784278657772,-0.6945867595816,-0.704104173994959,0,-0.133698584193709
sample_120,0,0.571844983320273,1.1935558160511,1.45132445289383,0,0.376028164529485
sample_121,0,0.240870377665163,-0.0351006595426368,-1.70052229168866,0,-1.15495407311802
sample_122,1,0.98337957796032,-0.297375719801983,1.26711570034568,1,1.20041369284245
sample_123,0,-1.808215016525,1.2435084258361,0.385695511282427,1,0.436313382332529
sample_124,1,1.31738973382158,1.31160291046724,1.14404083465634,0,1.82431061714726
sample_125,1,1.08291250708361,-0.000217465523079944,0.380665524792372,1,2.05656419825434
sample_126,1,-1.48058152516517,-0.190666359167141,0.884108074980576,1,1.0670076433238
sample_127,0,0.06587055658812,1.54456863196445,0.418608510901621,1,0.134536524135433
sample_128,1,-0.979439763925877,-0.350598566379556,-0.531656244234814,0,0.810137014634852
sample_129,NA,0.130880810688336,-1.92424860768838,NA,NA,NA
sample_130,0,1.51092463150857,-1.57329402432506,0.409972235910906,0,-0.669302395265269
sample_131,1,0.620818894209331,-1.05839088515213,1.62291387844643,0,1.8720623034186
sample_132,1,-0.0852939117069988,0.0473785421152179,0.073072134311801,1,2.00736081531578
sample_133,0,0.525467834468146,1.55017879837108,1.59504665625681,1,0.112911517438496
sample_134,0,1.47886265322638,0.626698710081519,-0.581980249604242,0,0.36797891247626
sample_135,0,1.57961232244103,-0.936302673919041,0.0307373140981446,1,0.0469382253180986
sample_136,1,0.105580453767724,-0.503415158007094,1.33780273432042,0,1.77129026600404
sample_137,0,-0.415767952784429,0.261873657018642,0.376489846237663,1,-0.422482794127177
sample_138,0,-0.0619749375235339,-0.594920870866564,0.441361555537573,0,0.92455512021573
sample_139,0,-0.0442299927667347,0.859439798401401,0.411675446109412,1,0.573005812582404
sample_140,0,-0.439084211662443,1.4276904595829,-1.81732034871567,1,0.603140965514304
sample_141,1,-0.257610500432105,0.0432534399520904,1.96063533564489,0,1.85752177479951
sample_142,1,-0.10298750134163,-1.03528353757627,1.47020686936175,0,1.52434563221678
sample_143,0,-0.769148939907135,0.358304342049522,-0.354189878783084,0,0.163192843185948
sample_144,0,-0.340925339599579,0.258299952251125,0.370694285234651,1,-0.586472162179418
sample_145,0,-0.273962604288074,-0.824364836774035,-0.197552141287905,0,-0.618670651508845
sample_146,0,-0.419568071731048,2.44227894619546,-0.33316936867302,0,-0.79088056261795
sample_147,1,1.25647210501458,0.100619018085114,2.30785612497349,1,2.50859272643717
sample_148,0,-0.514757491363806,0.572846516553884,0.632207552372724,1,-0.292519405916051
sample_149,0,-0.575563377696949,0.472089327062668,-0.795943131063183,0,0.254611809261815
sample_150,0,0.906124135946908,-0.0898633587018802,0.423226014924118,0,0.754257141760513
sample_151,1,0.00290656271356094,-0.226461684319846,1.07025892587619,0,2.11563889206548
sample_152,0,-0.812199307048014,0.87396712828994,-0.84704235037313,1,0.202061417951188
sample_153,0,-0.115401717440159,1.0637545954041,-1.40046926913553,1,0.215593763494683
sample_154,0,-0.234996253568059,-0.318408727259107,-1.58882705779274,0,-1.11966053723127
sample_155,1,-0.241163525125396,-0.668123270265974,-0.138393849392262,0,2.07618234657391
sample_156,0,0.512247473794766,0.555419672187802,0.199406196714228,0,-0.110911838740553
sample_157,0,0.504274032989531,1.65674792962325,0.615083162366255,1,0.891857610730317
sample_158,1,0.729972330618393,-0.14626061230535,2.15603452943899,0,1.45817935660886
sample_159,0,-1.94965229382543,0.235246279444646,-0.296532890394919,0,-0.556240033269083
sample_160,1,-2.10736740391818,0.151183561467863,0.889551696164455,0,1.8143902591065
sample_161,0,0.399896441341989,-0.625936615442567,-1.90910846907354,0,-1.48369129556274
sample_162,1,-1.89516436748181,0.254749536953638,1.21856645520653,0,1.42214173797565
sample_163,0,-0.208549367566866,0.368050036160428,-0.306528677469629,1,-0.068748593634126
sample_164,0,1.51983906321633,0.756138385947412,-0.677140781120714,1,-0.417187199428702
sample_165,0,-2.27525619759312,0.190560519155315,0.894232330352548,1,0.480500800448422
sample_166,1,0.865850449727562,-0.0637651477878579,0.953504863634576,0,1.75596909456331
sample_167,0,-0.649790154949295,0.351935190390755,0.0283613743222526,0,0.113622022310426
sample_168,1,-0.0884667770817855,-1.29446739950226,0.407708224692758,0,2.11164060545806
sample_169,0,0.943009907382315,-1.16630306237292,0.345957220611704,0,1.04483724572201
sample_170,0,-0.795678228735882,0.0160284473687886,-0.587034912880982,0,0.154670219699569
sample_171,1,0.103325995065695,0.572020199568196,0.430424881819286,1,2.61957341848426
sample_172,0,-0.941912546269237,-1.61177153459629,-0.565456319421517,1,-0.0417774527033935
sample_173,0,-0.498518109189311,-0.18973145229426,-0.343442773995842,1,0.960664058797043
sample_174,1,1.2205054682531,-0.81936910230031,-0.0652369139487292,0,1.22952682466663
sample_175,0,-1.6029182631944,0.0406269426666225,-0.835677237374843,1,-0.656680792336902
sample_176,1,-0.190030803368823,0.0508710974963958,1.16509371430559,0,2.02373649105795
sample_177,0,1.61191783522582,-0.478893861920408,0.328724786454334,1,-0.868577449942314
sample_178,0,-0.0567948869671768,-0.951381358859355,0.875812291529972,1,-1.08207560544146
sample_179,0,0.379008460699118,0.801104864264418,1.8975645158639,1,-0.284216184133995
sample_180,0,-0.124566576163202,2.0257022783227,-1.22469136984808,1,0.169194264082912
sample_181,1,-0.461562867777835,-0.0823419961036678,0.277929768209327,1,1.58745626367051
sample_182,1,-0.301153720791437,-1.08783836261418,1.72857561658402,1,2.30343798788289
sample_183,0,-0.00551586562014493,-1.99309744477011,-0.477688558854994,0,0.887544623636405
sample_184,0,0.170911211288862,-0.442284018716179,0.696293210975445,1,1.22408669835689
sample_185,1,0.178171634209738,0.951978017116381,0.84568948693181,1,1.04634561878205
sample_186,0,1.79392359593817,0.0699340903513719,1.21164000896832,0,0.363086952419728
sample_187,0,-2.18887386538423,0.949550846065125,-1.78780089290223,0,-0.118966619307851
sample_188,1,-0.299405528244546,-1.30908427397297,2.32421441004659,1,1.74966996551238
sample_189,1,0.28389339890182,0.419777714198311,0.853276669273771,1,1.27017068328448
sample_190,1,-0.977358860615711,0.558613946434498,0.283646909396367,1,1.59656515647134
sample_191,0,-1.26829669068334,-0.152062675618431,-0.506334040474521,0,-1.06447668044091
sample_192,0,0.706947968831218,-2.25434685800799,0.360436928364977,1,0.723635142709455
sample_193,1,1.78210088351536,2.90465065125332,1.64516116961064,1,1.46853440187211
sample_194,0,-0.433781939377372,-2.3718944713487,1.03863681940742,0,-1.4524953559169
sample_195,1,0.53087944072322,-0.984835127915793,0.744565079431645,0,1.58880818466672
sample_196,0,0.0698735537415379,0.28492722962008,-0.931025050926922,0,0.148132914634848
sample_197,0,1.41255879095496,1.64069925193372,-0.468813450431706,0,-0.0461068965515399
sample_198,0,-0.819568224020026,0.637311476282284,-0.625518537485894,0,0.500626707887709
sample_199,1,-0.595801478453699,-1.25451518483758,2.21015494744985,0,1.62530161359752
sample_200,0,0.883978573340768,0.33711680277419,-0.705310641622619,1,-0.135330036306825
sample_201,0,-0.810135806096897,0.492342405516383,-1.99157536313312,1,-0.381396087312886
sample_202,1,1.80181726900664,0.368053144933325,1.65352346811849,0,0.94733388520032
sample_203,1,1.09085870829616,-0.284455889093767,0.038307866249071,0,1.61732702950209
sample_204,0,-0.513996349498254,-0.0347996612330356,-0.523334287207598,1,-0.116800576568817
sample_205,0,1.99273442987416,-0.321944533955283,0.225219972859816,1,0.170473168746768
sample_206,1,0.900942053732723,-0.720179782802791,0.352118514582639,0,2.75818692910161
sample_207,0,0.635958451302107,-0.0317660076923191,-0.191300896081978,1,-0.573722076193185
sample_208,0,0.426649534233358,0.655645711155434,-0.055159478200124,1,-0.310357842870435
sample_209,1,1.25551368760672,1.25481417930344,0.558926431439027,0,2.15265957585971
sample_210,0,0.111400103640203,2.34813162238949,0.942680726583183,1,-0.154656840719718
sample_211,0,0.863146979731606,-1.38692874440608,0.431360452603604,0,0.0686701058298895
sample_212,0,0.052124790717394,-0.478782736703671,-0.054425147253771,0,-0.405035270718022
sample_213,1,0.424106909623152,-0.652380932197427,0.180114036242171,1,2.36709498361499
sample_214,0,-0.717802543263131,-0.778357813777017,0.911021137550416,0,0.533878702110454
sample_215,0,1.356350557676,0.0820185482193656,-0.428054250448374,1,0.372319427974883
sample_216,0,-0.755812454331335,1.0305130328057,-0.489437029392058,0,0.218075858157704
sample_217,0,0.912775072006534,-0.827927217547033,0.0919055704409548,0,-0.326764446525845
sample_218,1,0.132255328765734,-0.908004897264273,0.35013623354568,1,1.78196278323564
sample_219,0,-1.49054578731399,-0.720576878744735,-0.805495561750979,1,-0.103402133890132
sample_220,0,1.71362860785175,-0.991877044535565,-0.222599019610591,0,-0.443599108930911
sample_221,0,-0.452087108135821,-0.131962222179484,-0.897112905740373,0,0.0452259659612295
sample_222,1,0.327018182374964,0.196338580953649,1.62413530185807,1,2.28121169505333
sample_223,0,0.129216706639689,0.0929586780365611,-1.65762978001833,0,0.0732861637376246
sample_224,0,3.4601002054347,0.700410190607456,-0.51038347051623,1,1.15916045712234
sample_225,0,0.732045519531995,-0.527235248574508,0.278917288186094,1,-0.0567842508687094
sample_226,0,0.103746978998801,-0.59224081760482,0.870459832050613,1,0.135756025421547
sample_227,1,0.791182530715456,-1.17376346200788,-0.251752128287434,0,1.75760018423749
sample_228,0,-0.369252203725753,0.316196355705057,-0.194436915469966,0,0.510673336637947
sample_229,1,0.550524290530775,0.509587767626117,-0.140352161472849,1,0.633434881265726
sample_230,0,-0.17354022266976,0.712685209458477,0.366277947391569,1,0.58498751694669
sample_231,1,0.399990575653711,0.532035107403826,1.65513647797942,1,1.05961866444269
sample_232,0,0.21997678012823,-0.737953433779963,1.12732593392249,0,-0.170113126835445
sample_233,1,0.693990660882915,1.79449699508765,2.86685779143643,1,1.135523128603
sample_234,1,0.803303373098956,-0.192142590223222,0.57577444080497,0,1.94125775380972
sample_235,1,0.999170426251053,-0.926714816746462,0.797548564480689,0,1.75340226909337
sample_236,1,0.652809702114304,0.3197883688536,1.19581621954264,1,1.82429259919887
sample_237,1,-0.94917388264199,0.474906283538934,0.0302238757960733,1,2.94965600318893
sample_238,1,0.804493205720751,-1.25054543745594,1.70543834267875,1,1.67107448873463
sample_239,0,-0.181061564203494,0.0328601121398573,-0.298190441022382,0,1.57118064366666
sample_240,0,-0.102692121415261,0.647969008514363,1.94082355545042,1,0.619558269679664
sample_241,0,1.79612372824407,2.84027328688293,-1.32604944459906,1,0.195909867192601
sample_242,0,-0.601292075838084,1.46972450095581,-0.208862569860663,1,0.993230262399335
sample_243,0,0.571600774156553,-0.393376806351415,0.614378298025206,0,-0.194262252948269
sample_244,1,2.3712365353899,0.116780775410897,1.40761770136925,0,2.41489367639895
sample_245,1,-0.171100311709066,-0.213718446623358,0.86194238389306,0,2.21920924653756
sample_246,1,-1.87301562407478,2.71970389660012,2.43716044159805,1,0.743105790237
sample_247,1,-0.132925657210237,1.04963841232567,1.2322472005526,1,2.12757393874648
sample_248,0,-0.857214485509479,-1.28407798587514,1.8651283203592,1,-1.31957914745748
sample_249,1,-0.798759996119823,-0.481205994606062,0.105205510233958,0,1.93938754022905
sample_250,0,-0.805045532570896,0.134609700671348,1.09272694989024,0,-0.210585864890989
sample_251,0,-1.43423792201198,0.664545361183842,1.55019038869962,0,-2.06477409327784
sample_252,0,-0.210459026888459,-0.650484578002857,0.332541422549851,0,0.736570571078438
sample_253,1,-0.529728273585014,0.868931039705482,1.81022617651841,1,0.874750835268604
sample_254,1,0.276448746583063,-0.277254818226544,1.8826028424997,0,1.42623229943957
sample_255,0,-0.026558314150703,0.236265589970881,-0.159628259496407,1,0.282237348852841
sample_256,0,-0.262444988427965,0.401034805913466,-1.91838591363578,1,0.144522259692894
sample_257,0,-0.416256235940022,-1.50897111878974,-1.59815155625352,0,-0.117924403716455
sample_258,0,0.233807784292354,0.420457911606097,0.216072411681183,0,-0.715783931924033
sample_259,0,0.662217238488702,-0.016914849403408,1.70093676950826,1,0.397028241101241
sample_260,0,1.44870148850676,-1.23285255594034,-0.217108950829986,1,0.451062829378901
sample_261,1,-0.0607948416508103,0.0125340151987508,0.706123649148929,1,2.02468716974752
sample_262,1,-0.550141809373516,0.986496072981416,0.806694644614347,0,2.16876292971872
sample_263,0,0.660548070270527,-0.763586142524348,-0.88710546877833,0,-0.365995999054915
sample_264,1,0.903075296451544,-0.485074804245678,0.735721114696221,0,1.75024184301141
sample_265,1,-2.71727226232447,1.51183119577108,1.22902708433451,1,1.85247084722224
sample_266,0,-0.368424167125451,-1.43724031425357,0.60051736502002,1,-0.252723244388198
sample_267,0,-1.71129527139939,0.189391441694743,-0.223870521605615,0,0.552245016590827
sample_268,0,0.0399232593284926,-0.00167542163123841,-0.0174782794905982,1,-0.207064827634334
sample_269,1,-0.0738284840889029,-1.72652391558104,0.225274880646843,1,2.76936810873921
sample_270,0,0.651893361187716,0.391882258415526,0.0899760828524823,1,-0.117615202548397
sample_271,0,2.55845263115161,0.100240655782569,1.17058657809008,1,-0.0134837404918946
sample_272,0,1.16458361255746,-1.29473390799168,-0.0543008738740196,0,-0.630890750460605
sample_273,0,0.927643598320829,1.0773739683328,0.481150945704876,0,-0.0520102023744509
sample_274,1,0.430628291862021,0.722336843063865,1.54083145442963,1,1.54635617758453
sample_275,0,-1.63589865175835,0.370761631338095,1.37375753738696,1,0.504821006871271
sample_276,0,-0.17087468430246,0.769690907841255,1.78956150652139,0,1.51585247811924
sample_277,0,0.458523544411665,-0.173148591843389,-0.34400451355909,1,0.547999536438683
sample_278,0,-1.14448156075393,0.807979629770073,1.09638265473103,0,-0.865071327052802
sample_279,0,-0.444416481417357,-0.773676083813164,0.0746523963894501,1,-0.0998713763482947
sample_280,0,-0.41981743681217,-1.04640387848607,-0.118835939330211,1,-0.346560504069018
sample_281,0,-0.188353259177654,-0.601059220549484,-0.751812006873296,1,-0.701337000640762
sample_282,0,0.319537743788323,-0.00269446638562113,0.988289551712503,1,0.207353214302481
sample_283,1,-1.63032792115033,-0.911663598546141,1.495663790612,0,0.93909526467755
sample_284,0,-0.0596512545047028,-1.30738434255519,-1.14487372552427,1,-0.93714891493276
sample_285,1,-1.30395280273083,-0.0392367211536787,2.02495531824263,0,1.39718864576914
sample_286,1,0.407476815353077,-0.493890012845787,1.22962440265468,1,3.00878541392897
sample_287,1,2.58404248764603,-0.0540260680927591,0.726338536827019,0,1.57024917432003
sample_288,0,0.37547937289539,-0.291303463483055,-0.812760235373485,1,-1.42221947268421
sample_289,1,-0.867314127242346,-1.82471412917243,0.254243019461679,0,2.29382029181965
sample_290,0,0.993195073397605,-0.608044770011942,0.1299243312534,1,1.00375790100346
sample_291,0,-0.300931101216474,0.706875948168112,-0.799126795165523,0,-0.0728098711543878
sample_292,0,0.450668983679846,-0.117336031487129,0.215894676791463,0,0.642135539954331
sample_293,1,0.481849571874731,-0.441266100429343,1.02833058526396,0,1.65185212055906
sample_294,0,-1.31300980807885,0.664985033495897,-0.31166690064327,1,-0.151924577622092
sample_295,0,0.26618534775737,0.939868193440578,-0.0325084142083202,1,-0.215808130576656
sample_296,0,0.512917826107467,-0.345813530052094,2.27122543050825,1,0.00208341212021539
sample_297,1,1.09286449753623,0.205139666740304,2.52421029522527,1,1.20345328673323
sample_298,1,2.56876477779855,1.4312924281609,1.21755841828937,0,1.09191988607397
sample_299,1,-1.45146485605352,-0.0120599599151099,-0.0453328802365129,0,0.926991689260681
sample_300,1,-0.324087083234129,-0.105266529225489,1.71496527664765,1,2.63577578553594
sample_301,0,0.153504353051648,-0.430450775900734,-0.300831539999658,0,-1.17952167989925
sample_302,0,0.989083536785123,-0.237738966157047,0.520477308741616,1,0.601401819840868
sample_303,0,-0.436508295420977,0.624335889131888,0.613503301649861,1,0.197310868458298
sample_304,1,-0.200902136412271,1.51697146301495,2.82733401377914,0,0.611589608643909
sample_305,0,-0.00832655112331725,1.22403067167963,0.300263348661645,0,0.340040456106446
sample_306,1,-1.16131292076118,-0.7582548172442,1.90549293236461,1,2.22019567255224
sample_307,1,-2.08022436928886,-1.50191974557564,0.197288969597286,1,0.778574014560952
sample_308,0,-1.01049071489774,0.70572377728573,-0.569082056963108,0,-0.586448414683373
sample_309,0,1.50024517027699,-0.826980085149678,0.24354007871877,1,-0.323733459768501
sample_310,0,-0.987247184923728,0.267935548030109,0.0972428275888215,0,-0.29202114921313
sample_311,0,-0.383567680863584,-0.189507844783618,-2.55445290977427,0,-0.607433998004285
sample_312,0,-0.44889407436887,-0.244272068544477,-0.328846116384515,1,-0.59190528386901
sample_313,1,-0.0610506618105434,-0.685464238321107,0.850722545279075,1,1.20965194632376
sample_314,0,-0.996694509570736,-1.3585599743039,0.179874081679013,1,-0.61159702271689
sample_315,1,0.680648355199819,0.521122977567465,2.56334759699873,1,1.98945547814983
sample_316,1,0.0451218915318307,-0.737460429647849,1.24096992039188,0,1.0808691193554
sample_317,1,-0.435992496157877,2.25541157835036,0.819559147863882,0,1.94910735118081
sample_318,0,-0.239519243098073,-0.575478398978283,-0.513810368126165,1,0.443576820752671
sample_319,1,0.818233511982206,-0.447861142972026,0.751424440014795,1,1.78298441356886
sample_320,1,2.60508501734253,0.446763726753035,1.94137726781159,1,1.09776975776941
sample_321,1,-0.180966191347179,-0.247556450794791,1.43219148555753,0,1.88314794305345
sample_322,0,0.974887370045712,0.825805057484725,2.16036459458359,1,0.775257331482508
sample_323,0,-2.08834343119573,2.15149112104938,0.344938303182898,1,0.22032919425369
sample_324,0,0.722290156790491,-0.485150214913309,-1.05635833287,1,-0.571368400793035
